1108,-56,100,20,PLATFORM,
1308,-56,100,20,PLATFORM,
1003,274,100,20,PLATFORM,
1008,-56,100,20,PLATFORM,
345,204,100,20,PLATFORM,
508,-56,100,20,PLATFORM,
534,64,100,20,PLATFORM,
237,236,100,20,PLATFORM,
1304,64,100,20,PLATFORM,
644,134,100,20,PLATFORM,
208,-56,100,20,PLATFORM,
1308,694,100,20,PLATFORM,
208,694,100,20,PLATFORM,
108,274,100,20,PLATFORM,
8,-56,100,20,PLATFORM,
1114,134,100,20,PLATFORM,
308,694,100,20,PLATFORM,
444,134,100,20,PLATFORM,
808,-56,100,20,PLATFORM,
508,694,100,20,PLATFORM,
306,554,100,20,PLATFORM,
608,-56,100,20,PLATFORM,
1204,64,100,20,PLATFORM,
151,134,100,20,PLATFORM,
708,694,100,20,PLATFORM,
1023,207,100,20,PLATFORM,
8,694,100,20,PLATFORM,
1008,694,100,20,PLATFORM,
445,204,100,20,PLATFORM,
8,554,100,20,PLATFORM,
408,-56,100,20,PLATFORM,
8,414,100,20,PLATFORM,
395,414,100,20,PLATFORM,
51,134,100,20,PLATFORM,
206,484,100,20,PLATFORM,
8,274,100,20,PLATFORM,
208,344,100,20,PLATFORM,
8,64,100,20,PLATFORM,
908,694,100,20,PLATFORM,
108,554,100,20,PLATFORM,
8,344,100,20,PLATFORM,
408,694,100,20,PLATFORM,
608,694,100,20,PLATFORM,
406,484,100,20,PLATFORM,
308,-56,100,20,PLATFORM,
8,624,100,20,PLATFORM,
1108,694,100,20,PLATFORM,
708,-56,100,20,PLATFORM,
406,554,100,20,PLATFORM,
207,624,100,20,PLATFORM,
1208,-56,100,20,PLATFORM,
903,274,100,20,PLATFORM,
744,134,100,20,PLATFORM,
808,694,100,20,PLATFORM,
251,134,100,20,PLATFORM,
108,64,100,20,PLATFORM,
1208,694,100,20,PLATFORM,
108,414,100,20,PLATFORM,
108,694,100,20,PLATFORM,
803,274,100,20,PLATFORM,
108,-56,100,20,PLATFORM,
908,-56,100,20,PLATFORM,
308,344,100,20,PLATFORM,
188,344,10,10,DROP,
316,484,10,10,DROP,
31,134,10,10,DROP,
118,624,10,10,DROP,
218,64,10,10,DROP,
418,344,10,10,DROP,
1003,207,10,10,DROP,
118,344,10,10,DROP,
286,554,10,10,DROP,
186,484,10,10,DROP,
386,484,10,10,DROP,
854,134,10,10,DROP,
514,64,10,10,DROP,
218,274,10,10,DROP,
218,414,10,10,DROP,
218,554,10,10,DROP,
1094,134,10,10,DROP,
187,624,10,10,DROP,
375,414,10,10,DROP,
1113,274,10,10,DROP,
317,624,10,10,DROP,
325,204,10,10,DROP,
1184,64,10,10,DROP,
424,134,10,10,DROP,
644,64,10,10,DROP,
1394,154,10,50,WALL,
95,224,10,50,WALL,
8,134,10,20,WALLFILLER,
95,154,10,20,WALLFILLER,
496,504,10,50,WALL,
8,644,10,50,WALL,
8,-36,10,50,WALL,
95,174,10,20,WALLFILLER,
1394,574,10,50,WALL,
8,154,10,50,WALL,
280,14,10,50,WALL,
1394,644,10,50,WALL,
8,434,10,50,WALL,
534,84,10,50,WALL,
1394,134,10,20,WALLFILLER,
1394,364,10,50,WALL,
496,434,10,50,WALL,
8,504,10,50,WALL,
8,204,10,20,WALLFILLER,
280,64,10,20,WALLFILLER,
534,154,10,50,WALL,
8,574,10,50,WALL,
1394,484,10,20,WALLFILLER,
1394,414,10,20,WALLFILLER,
8,14,10,50,WALL,
8,224,10,50,WALL,
1394,434,10,50,WALL,
496,364,10,50,WALL,
496,574,10,50,WALL,
1394,84,10,50,WALL,
1394,554,10,20,WALLFILLER,
496,294,10,50,WALL,
280,-36,10,50,WALL,
496,224,10,50,WALL,
1394,-36,10,50,WALL,
1394,224,10,50,WALL,
1394,204,10,20,WALLFILLER,
1394,504,10,50,WALL,
496,414,10,20,WALLFILLER,
1394,344,10,20,WALLFILLER,
1394,624,10,20,WALLFILLER,
1394,274,10,20,WALLFILLER,
1394,14,10,50,WALL,
8,294,10,50,WALL,
8,484,10,20,WALLFILLER,
280,84,10,50,WALL,
1394,294,10,50,WALL,
496,274,10,20,WALLFILLER,
8,364,10,50,WALL,
496,344,10,20,WALLFILLER,
8,84,10,50,WALL,
496,644,10,50,WALL,
1312,40,0,0,END,
19,55,10,0,PLAYER,
913,683,1,5,EVIL,
37,29,20,6,EVIL,
1254,48,200,5,EVIL,
295,681,1,5,EVIL,
1,504,50,50,ZONE,
1,14,50,50,ZONE,
1,434,50,50,ZONE,
1,574,50,50,ZONE,
1,84,50,50,ZONE,
1,364,50,50,ZONE,
1,294,50,50,ZONE,
1,224,50,50,ZONE,
1,644,50,50,ZONE,
1,154,50,50,ZONE,
