694,130,100,20,PLATFORM,
440,200,100,20,PLATFORM,
1063,270,100,20,PLATFORM,
863,270,100,20,PLATFORM,
363,270,100,20,PLATFORM,
570,167,100,20,PLATFORM,
663,270,100,20,PLATFORM,
1163,270,100,20,PLATFORM,
463,270,100,20,PLATFORM,
563,270,100,20,PLATFORM,
763,270,100,20,PLATFORM,
263,270,100,20,PLATFORM,
963,270,100,20,PLATFORM,
674,130,10,10,DROP,
420,200,10,10,DROP,
804,130,10,10,DROP,
550,200,10,10,DROP,
264,120,10,50,WALL,
1253,-30,10,50,WALL,
1253,170,10,50,WALL,
264,-30,10,50,WALL,
1253,70,10,50,WALL,
264,220,10,50,WALL,
264,20,10,50,WALL,
1253,20,10,50,WALL,
1253,220,10,50,WALL,
264,70,10,50,WALL,
264,170,10,50,WALL,
1253,120,10,50,WALL,
1231,250,0,0,END,
303,245,10,0,PLAYER,
1221,232,1,6,EVIL,
732,108,1,6,EVIL,
1,150,50,50,ZONE,
1,220,50,50,ZONE,
1,80,50,50,ZONE,
