970,232,100,20,PLATFORM,
870,372,100,20,PLATFORM,
170,582,100,20,PLATFORM,
370,162,100,20,PLATFORM,
70,92,100,20,PLATFORM,
1170,302,100,20,PLATFORM,
470,92,100,20,PLATFORM,
470,652,100,20,PLATFORM,
570,-28,100,20,PLATFORM,
770,302,100,20,PLATFORM,
670,302,100,20,PLATFORM,
570,652,100,20,PLATFORM,
670,512,100,20,PLATFORM,
470,372,100,20,PLATFORM,
570,302,100,20,PLATFORM,
70,-28,100,20,PLATFORM,
170,302,100,20,PLATFORM,
370,372,100,20,PLATFORM,
1070,-28,100,20,PLATFORM,
370,512,100,20,PLATFORM,
1170,-28,100,20,PLATFORM,
1070,582,100,20,PLATFORM,
970,652,100,20,PLATFORM,
870,442,100,20,PLATFORM,
870,162,100,20,PLATFORM,
570,92,100,20,PLATFORM,
470,582,100,20,PLATFORM,
170,162,100,20,PLATFORM,
270,372,100,20,PLATFORM,
1070,652,100,20,PLATFORM,
770,582,100,20,PLATFORM,
1170,162,100,20,PLATFORM,
1170,652,100,20,PLATFORM,
870,92,100,20,PLATFORM,
670,652,100,20,PLATFORM,
770,442,100,20,PLATFORM,
270,652,100,20,PLATFORM,
670,232,100,20,PLATFORM,
270,-28,100,20,PLATFORM,
970,92,100,20,PLATFORM,
270,442,100,20,PLATFORM,
670,162,100,20,PLATFORM,
470,232,100,20,PLATFORM,
470,302,100,20,PLATFORM,
1070,372,100,20,PLATFORM,
970,302,100,20,PLATFORM,
370,92,100,20,PLATFORM,
70,512,100,20,PLATFORM,
870,302,100,20,PLATFORM,
670,372,100,20,PLATFORM,
1170,442,100,20,PLATFORM,
870,652,100,20,PLATFORM,
570,372,100,20,PLATFORM,
270,582,100,20,PLATFORM,
770,372,100,20,PLATFORM,
170,-28,100,20,PLATFORM,
670,92,100,20,PLATFORM,
1070,512,100,20,PLATFORM,
770,92,100,20,PLATFORM,
1070,162,100,20,PLATFORM,
1070,442,100,20,PLATFORM,
470,-28,100,20,PLATFORM,
770,652,100,20,PLATFORM,
770,512,100,20,PLATFORM,
970,372,100,20,PLATFORM,
970,162,100,20,PLATFORM,
270,92,100,20,PLATFORM,
670,-28,100,20,PLATFORM,
970,582,100,20,PLATFORM,
1070,92,100,20,PLATFORM,
1170,512,100,20,PLATFORM,
570,582,100,20,PLATFORM,
470,442,100,20,PLATFORM,
170,652,100,20,PLATFORM,
1070,302,100,20,PLATFORM,
470,162,100,20,PLATFORM,
570,162,100,20,PLATFORM,
770,-28,100,20,PLATFORM,
370,-28,100,20,PLATFORM,
770,232,100,20,PLATFORM,
70,372,100,20,PLATFORM,
970,442,100,20,PLATFORM,
870,582,100,20,PLATFORM,
170,442,100,20,PLATFORM,
570,442,100,20,PLATFORM,
370,582,100,20,PLATFORM,
770,162,100,20,PLATFORM,
370,232,100,20,PLATFORM,
870,-28,100,20,PLATFORM,
670,442,100,20,PLATFORM,
370,652,100,20,PLATFORM,
670,582,100,20,PLATFORM,
870,232,100,20,PLATFORM,
70,232,100,20,PLATFORM,
570,232,100,20,PLATFORM,
970,512,100,20,PLATFORM,
970,-28,100,20,PLATFORM,
370,302,100,20,PLATFORM,
1070,232,100,20,PLATFORM,
270,232,100,20,PLATFORM,
70,652,100,20,PLATFORM,
150,302,10,10,DROP,
180,512,10,10,DROP,
150,442,10,10,DROP,
880,512,10,10,DROP,
350,512,10,10,DROP,
350,302,10,10,DROP,
1180,582,10,10,DROP,
180,372,10,10,DROP,
380,442,10,10,DROP,
950,512,10,10,DROP,
650,512,10,10,DROP,
180,232,10,10,DROP,
180,92,10,10,DROP,
1180,232,10,10,DROP,
450,442,10,10,DROP,
1180,372,10,10,DROP,
350,162,10,10,DROP,
1180,92,10,10,DROP,
150,162,10,10,DROP,
150,582,10,10,DROP,
260,322,10,50,WALL,
70,112,10,50,WALL,
1260,462,10,50,WALL,
70,462,10,50,WALL,
70,322,10,50,WALL,
70,252,10,50,WALL,
1260,-8,10,50,WALL,
1260,112,10,50,WALL,
260,512,10,20,WALLFILLER,
1260,372,10,20,WALLFILLER,
260,252,10,50,WALL,
1260,322,10,50,WALL,
260,392,10,50,WALL,
1260,232,10,20,WALLFILLER,
1260,392,10,50,WALL,
1260,182,10,50,WALL,
260,532,10,50,WALL,
70,-8,10,50,WALL,
260,112,10,50,WALL,
260,92,10,20,WALLFILLER,
70,162,10,20,WALLFILLER,
860,532,10,50,WALL,
1260,92,10,20,WALLFILLER,
460,442,10,20,WALLFILLER,
70,182,10,50,WALL,
1260,582,10,20,WALLFILLER,
1260,42,10,50,WALL,
260,462,10,50,WALL,
1260,252,10,50,WALL,
260,182,10,50,WALL,
460,462,10,50,WALL,
70,302,10,20,WALLFILLER,
70,602,10,50,WALL,
70,532,10,50,WALL,
260,42,10,50,WALL,
1260,602,10,50,WALL,
70,392,10,50,WALL,
70,582,10,20,WALLFILLER,
70,442,10,20,WALLFILLER,
70,42,10,50,WALL,
260,-8,10,50,WALL,
1260,532,10,50,WALL,
260,232,10,20,WALLFILLER,
260,372,10,20,WALLFILLER,
326,69,0,0,END,
84,73,10,0,PLAYER,
516,147,1,5,EVIL,
94,25,10,6,EVIL,
626,639,1,5,EVIL,
883,358,1,5,EVIL,
1,532,50,50,ZONE,
1,252,50,50,ZONE,
1,112,50,50,ZONE,
1,602,50,50,ZONE,
1,182,50,50,ZONE,
1,462,50,50,ZONE,
1,392,50,50,ZONE,
1,-8,100,100,ZONE,
1,322,50,50,ZONE,
